waktu,komentar,cleaning,case_folding,normalisasi,tokenize,stopword removal,steming_data
5 bulan lalu,"Bersih, sejuk, nyaman, pemeliharaan  lingkungan sekitar baik. Nyaman untuk berolahraga dan berekreasi. Sayang gym outdoor dan mini playangroundnya sudah pd rusak. Tingkatkan terus perawatan sarprasnya",Bersih sejuk nyaman pemeliharaan  lingkungan sekitar baik Nyaman untuk berolahraga dan berekreasi Sayang gym outdoor dan mini playangroundnya sudah pd rusak Tingkatkan terus perawatan sarprasnya,bersih sejuk nyaman pemeliharaan  lingkungan sekitar baik nyaman untuk berolahraga dan berekreasi sayang gym outdoor dan mini playangroundnya sudah pd rusak tingkatkan terus perawatan sarprasnya,bersih sejuk nyaman pemeliharaan lingkungan sekitar baik nyaman untuk berolahraga dan berekreasi sayang gym outdoor dan mini playangroundnya sudah pada rusak tingkatkan terus perawatan sarprasnya,"['bersih', 'sejuk', 'nyaman', 'pemeliharaan', 'lingkungan', 'sekitar', 'baik', 'nyaman', 'untuk', 'berolahraga', 'dan', 'berekreasi', 'sayang', 'gym', 'outdoor', 'dan', 'mini', 'playangroundnya', 'sudah', 'pada', 'rusak', 'tingkatkan', 'terus', 'perawatan', 'sarprasnya']","['bersih', 'sejuk', 'nyaman', 'pemeliharaan', 'lingkungan', 'nyaman', 'berolahraga', 'berekreasi', 'sayang', 'gym', 'outdoor', 'mini', 'playangroundnya', 'rusak', 'tingkatkan', 'perawatan', 'sarprasnya']",bersih sejuk nyaman pelihara lingkung nyaman olahraga rekreasi sayang gym outdoor mini playangroundnya rusak tingkat awat sarprasnya
5 bulan lalu,Tempat yang asik menyenangkan banyak jajanan,Tempat yang asik menyenangkan banyak jajanan,tempat yang asik menyenangkan banyak jajanan,tempat yang asik menyenangkan banyak jajanan,"['tempat', 'yang', 'asik', 'menyenangkan', 'banyak', 'jajanan']","['asik', 'menyenangkan', 'jajanan']",asik senang jajan
5 bulan lalu,Sejuk hijau dan asri,Sejuk hijau dan asri,sejuk hijau dan asri,sejuk hijau dan asri,"['sejuk', 'hijau', 'dan', 'asri']","['sejuk', 'hijau', 'asri']",sejuk hijau asri
5 bulan lalu,Bagus sih,Bagus sih,bagus sih,bagus sih,"['bagus', 'sih']","['bagus', 'sih']",bagus sih
5 bulan lalu,Tempat buat santai di sore hari dan bisa ber olahraga juga...dengan jogging track,Tempat buat santai di sore hari dan bisa ber olahraga jugadengan jogging track,tempat buat santai di sore hari dan bisa ber olahraga jugadengan jogging track,tempat buat santai di sore hari dan bisa ber olahraga jugadengan jogging track,"['tempat', 'buat', 'santai', 'di', 'sore', 'hari', 'dan', 'bisa', 'ber', 'olahraga', 'jugadengan', 'jogging', 'track']","['santai', 'sore', 'ber', 'olahraga', 'jugadengan', 'jogging', 'track']",santai sore ber olahraga jugadengan jogging track
5 bulan lalu,Baik tapi sekarang kaya penuh sampah kadang ada yang rusak ngga d bnerin.. tapi masih asri kok😁😊 …,Baik tapi sekarang kaya penuh sampah kadang ada yang rusak ngga d bnerin tapi masih asri kok ,baik tapi sekarang kaya penuh sampah kadang ada yang rusak ngga d bnerin tapi masih asri kok ,baik tapi sekarang kayak penuh sampah kadang ada yang rusak tidak di bnerin tapi masih asri kok,"['baik', 'tapi', 'sekarang', 'kayak', 'penuh', 'sampah', 'kadang', 'ada', 'yang', 'rusak', 'tidak', 'di', 'bnerin', 'tapi', 'masih', 'asri', 'kok']","['kayak', 'penuh', 'sampah', 'kadang', 'rusak', 'bnerin', 'asri']",kayak penuh sampah kadang rusak bnerin asri
5 bulan lalu,"Tempat bersih, area masjid agung perlu kantong parkir dan perluasan",Tempat bersih area masjid agung perlu kantong parkir dan perluasan,tempat bersih area masjid agung perlu kantong parkir dan perluasan,tempat bersih area masjid agung perlu kantong parkir dan perluasan,"['tempat', 'bersih', 'area', 'masjid', 'agung', 'perlu', 'kantong', 'parkir', 'dan', 'perluasan']","['bersih', 'area', 'masjid', 'agung', 'kantong', 'parkir', 'perluasan']",bersih area masjid agung kantong parkir luas
5 bulan lalu,"Tersedia banyak pilihan makanan dan jajanan, mulai dari cilok, siomay, batagor hingga aneka minuman manis seperti dawet dsb.
Suasana yang nyaman untuk menikmati pemandangan malam di kota Wonosobo. Area …","Tersedia banyak pilihan makanan dan jajanan mulai dari cilok siomay batagor hingga aneka minuman manis seperti dawet dsb
Suasana yang nyaman untuk menikmati pemandangan malam di kota Wonosobo Area ","tersedia banyak pilihan makanan dan jajanan mulai dari cilok siomay batagor hingga aneka minuman manis seperti dawet dsb
suasana yang nyaman untuk menikmati pemandangan malam di kota wonosobo area ",tersedia banyak pilihan makanan dan jajanan mulai dari cilok siomay batagor hingga aneka minuman manis seperti dawet dsb suasana yang nyaman untuk menikmati pemandangan malam di kota wonosobo area,"['tersedia', 'banyak', 'pilihan', 'makanan', 'dan', 'jajanan', 'mulai', 'dari', 'cilok', 'siomay', 'batagor', 'hingga', 'aneka', 'minuman', 'manis', 'seperti', 'dawet', 'dsb', 'suasana', 'yang', 'nyaman', 'untuk', 'menikmati', 'pemandangan', 'malam', 'di', 'kota', 'wonosobo', 'area']","['tersedia', 'pilihan', 'makanan', 'jajanan', 'cilok', 'siomay', 'batagor', 'aneka', 'minuman', 'manis', 'dawet', 'dsb', 'suasana', 'nyaman', 'menikmati', 'pemandangan', 'malam', 'kota', 'wonosobo', 'area']",sedia pilih makan jajan cilok siomay batagor aneka minum manis dawet dsb suasana nyaman nikmat pandang malam kota wonosobo area
5 bulan lalu,Suka terganggu dengan odgj yang suka meminta uang dengan memaksa,Suka terganggu dengan odgj yang suka meminta uang dengan memaksa,suka terganggu dengan odgj yang suka meminta uang dengan memaksa,suka terganggu dengan odgj yang suka meminta uang dengan memaksa,"['suka', 'terganggu', 'dengan', 'odgj', 'yang', 'suka', 'meminta', 'uang', 'dengan', 'memaksa']","['suka', 'terganggu', 'odgj', 'suka', 'uang', 'memaksa']",suka ganggu odgj suka uang paksa
5 bulan lalu,"Lokasi alun alun di tengah kota, strategis, banyak penjual jajanan, makanan",Lokasi alun alun di tengah kota strategis banyak penjual jajanan makanan,lokasi alun alun di tengah kota strategis banyak penjual jajanan makanan,lokasi alun alun di tengah kota strategis banyak penjual jajanan makanan,"['lokasi', 'alun', 'alun', 'di', 'tengah', 'kota', 'strategis', 'banyak', 'penjual', 'jajanan', 'makanan']","['lokasi', 'alun', 'alun', 'kota', 'strategis', 'penjual', 'jajanan', 'makanan']",lokasi alun alun kota strategis jual jajan makan
5 bulan lalu,Minum Susu Jahe sm Makan Mie ongklok malam2 brrrr,Minum Susu Jahe sm Makan Mie ongklok malam brrrr,minum susu jahe sm makan mie ongklok malam brrrr,minum susu jahe sama makan mie ongklok malam brrrr,"['minum', 'susu', 'jahe', 'sama', 'makan', 'mie', 'ongklok', 'malam', 'brrrr']","['minum', 'susu', 'jahe', 'makan', 'mie', 'ongklok', 'malam', 'brrrr']",minum susu jahe makan mie ongklok malam brrrr
5 bulan lalu,Nyaman untuk singgah,Nyaman untuk singgah,nyaman untuk singgah,nyaman untuk singgah,"['nyaman', 'untuk', 'singgah']","['nyaman', 'singgah']",nyaman singgah
5 bulan lalu,Banyak yang jual makanan,Banyak yang jual makanan,banyak yang jual makanan,banyak yang jual makanan,"['banyak', 'yang', 'jual', 'makanan']","['jual', 'makanan']",jual makan
5 bulan lalu,Nyaman dan bersih,Nyaman dan bersih,nyaman dan bersih,nyaman dan bersih,"['nyaman', 'dan', 'bersih']","['nyaman', 'bersih']",nyaman bersih
5 bulan lalu,"Pusat kotanya wonosobo, buat jalan jalan sore enak banget apalagi buat jogging kalau sorenya panas
Banyak jajan, enak semua","Pusat kotanya wonosobo buat jalan jalan sore enak banget apalagi buat jogging kalau sorenya panas
Banyak jajan enak semua","pusat kotanya wonosobo buat jalan jalan sore enak banget apalagi buat jogging kalau sorenya panas
banyak jajan enak semua",pusat kotanya wonosobo buat jalan jalan sore enak banget apalagi buat jogging kalau sorenya panas banyak jajan enak semua,"['pusat', 'kotanya', 'wonosobo', 'buat', 'jalan', 'jalan', 'sore', 'enak', 'banget', 'apalagi', 'buat', 'jogging', 'kalau', 'sorenya', 'panas', 'banyak', 'jajan', 'enak', 'semua']","['pusat', 'kotanya', 'wonosobo', 'jalan', 'jalan', 'sore', 'enak', 'banget', 'jogging', 'sorenya', 'panas', 'jajan', 'enak']",pusat kota wonosobo jalan jalan sore enak banget jogging sore panas jajan enak
5 bulan lalu,"Sudah di renovasi sedemikian rupa , hanya tinggal dibutuhkan perawatan yang rutin, dan mohon perhatian dari pemerintah daerah setempat dan masyarakat sekitar untuk turut melestarikan dan menjaga alam",Sudah di renovasi sedemikian rupa  hanya tinggal dibutuhkan perawatan yang rutin dan mohon perhatian dari pemerintah daerah setempat dan masyarakat sekitar untuk turut melestarikan dan menjaga alam,sudah di renovasi sedemikian rupa  hanya tinggal dibutuhkan perawatan yang rutin dan mohon perhatian dari pemerintah daerah setempat dan masyarakat sekitar untuk turut melestarikan dan menjaga alam,sudah di renovasi sedemikian rupa hanya tinggal dibutuhkan perawatan yang rutin dan mohon perhatian dari pemerintah daerah setempat dan masyarakat sekitar untuk turut melestarikan dan menjaga alam,"['sudah', 'di', 'renovasi', 'sedemikian', 'rupa', 'hanya', 'tinggal', 'dibutuhkan', 'perawatan', 'yang', 'rutin', 'dan', 'mohon', 'perhatian', 'dari', 'pemerintah', 'daerah', 'setempat', 'dan', 'masyarakat', 'sekitar', 'untuk', 'turut', 'melestarikan', 'dan', 'menjaga', 'alam']","['renovasi', 'rupa', 'tinggal', 'dibutuhkan', 'perawatan', 'rutin', 'mohon', 'perhatian', 'pemerintah', 'daerah', 'masyarakat', 'melestarikan', 'menjaga', 'alam']",renovasi rupa tinggal butuh awat rutin mohon perhati perintah daerah masyarakat lestari jaga alam
5 bulan lalu,Alun alun dgn jajanan dan hiburan untuk anak yang cukup banyak disertai pemandangan gunung yang indah,Alun alun dgn jajanan dan hiburan untuk anak yang cukup banyak disertai pemandangan gunung yang indah,alun alun dgn jajanan dan hiburan untuk anak yang cukup banyak disertai pemandangan gunung yang indah,alun alun dengan jajanan dan hiburan untuk anak yang cukup banyak disertai pemandangan gunung yang indah,"['alun', 'alun', 'dengan', 'jajanan', 'dan', 'hiburan', 'untuk', 'anak', 'yang', 'cukup', 'banyak', 'disertai', 'pemandangan', 'gunung', 'yang', 'indah']","['alun', 'alun', 'jajanan', 'hiburan', 'anak', 'disertai', 'pemandangan', 'gunung', 'indah']",alun alun jajan hibur anak serta pandang gunung indah
5 bulan lalu,Tempatnya seru,Tempatnya seru,tempatnya seru,tempatnya seru,"['tempatnya', 'seru']","['tempatnya', 'seru']",tempat seru
5 bulan lalu,"Sangat enak untuk bersantai dengan keluarga...
Kulinernya juga ramah di kantong","Sangat enak untuk bersantai dengan keluarga
Kulinernya juga ramah di kantong","sangat enak untuk bersantai dengan keluarga
kulinernya juga ramah di kantong",sangat enak untuk bersantai dengan keluarga kulinernya juga ramah di kantong,"['sangat', 'enak', 'untuk', 'bersantai', 'dengan', 'keluarga', 'kulinernya', 'juga', 'ramah', 'di', 'kantong']","['enak', 'bersantai', 'keluarga', 'kulinernya', 'ramah', 'kantong']",enak santa keluarga kuliner ramah kantong
5 bulan lalu,"Rumah kedua ,tempat bermain dan olahraga",Rumah kedua tempat bermain dan olahraga,rumah kedua tempat bermain dan olahraga,rumah kedua tempat bermain dan olahraga,"['rumah', 'kedua', 'tempat', 'bermain', 'dan', 'olahraga']","['rumah', 'bermain', 'olahraga']",rumah main olahraga
5 bulan lalu,kalau malam minggu dan hari minggu pagi ramai banget suasananya,kalau malam minggu dan hari minggu pagi ramai banget suasananya,kalau malam minggu dan hari minggu pagi ramai banget suasananya,kalau malam minggu dan hari minggu pagi ramai banget suasananya,"['kalau', 'malam', 'minggu', 'dan', 'hari', 'minggu', 'pagi', 'ramai', 'banget', 'suasananya']","['malam', 'minggu', 'minggu', 'pagi', 'ramai', 'banget', 'suasananya']",malam minggu minggu pagi ramai banget suasana
5 bulan lalu,"Bersih, keren",Bersih keren,bersih keren,bersih keren,"['bersih', 'keren']","['bersih', 'keren']",bersih keren
6 bulan lalu,"Bersih, tertata rapi",Bersih tertata rapi,bersih tertata rapi,bersih tertata rapi,"['bersih', 'tertata', 'rapi']","['bersih', 'tertata', 'rapi']",bersih tata rapi
6 bulan lalu,Asri enak buat main sama anak,Asri enak buat main sama anak,asri enak buat main sama anak,asri enak buat main sama anak,"['asri', 'enak', 'buat', 'main', 'sama', 'anak']","['asri', 'enak', 'main', 'anak']",asri enak main anak
6 bulan lalu,Bagus cocok untuk anak anak,Bagus cocok untuk anak anak,bagus cocok untuk anak anak,bagus cocok untuk anak anak,"['bagus', 'cocok', 'untuk', 'anak', 'anak']","['bagus', 'cocok', 'anak', 'anak']",bagus cocok anak anak
6 bulan lalu,"Suasananya nyaman dan asri. Sebenarnya banyak kuliner enak di dekatnya jadi tidak perlu cari jauh, jalan pun bisa. …",Suasananya nyaman dan asri Sebenarnya banyak kuliner enak di dekatnya jadi tidak perlu cari jauh jalan pun bisa ,suasananya nyaman dan asri sebenarnya banyak kuliner enak di dekatnya jadi tidak perlu cari jauh jalan pun bisa ,suasananya nyaman dan asri sebenarnya banyak kuliner enak di dekatnya jadi tidak perlu cari jauh jalan pun bisa,"['suasananya', 'nyaman', 'dan', 'asri', 'sebenarnya', 'banyak', 'kuliner', 'enak', 'di', 'dekatnya', 'jadi', 'tidak', 'perlu', 'cari', 'jauh', 'jalan', 'pun', 'bisa']","['suasananya', 'nyaman', 'asri', 'kuliner', 'enak', 'dekatnya', 'cari', 'jalan']",suasana nyaman asri kuliner enak dekat cari jalan
6 bulan lalu,Bersih    . Sejuk... Segar,Bersih     Sejuk Segar,bersih     sejuk segar,bersih sejuk segar,"['bersih', 'sejuk', 'segar']","['bersih', 'sejuk', 'segar']",bersih sejuk segar
6 bulan lalu,"Tempat yang indah , kulinernya juga enak dan murah.",Tempat yang indah  kulinernya juga enak dan murah,tempat yang indah  kulinernya juga enak dan murah,tempat yang indah kulinernya juga enak dan murah,"['tempat', 'yang', 'indah', 'kulinernya', 'juga', 'enak', 'dan', 'murah']","['indah', 'kulinernya', 'enak', 'murah']",indah kuliner enak murah
6 bulan lalu,Bagus dan rapi,Bagus dan rapi,bagus dan rapi,bagus dan rapi,"['bagus', 'dan', 'rapi']","['bagus', 'rapi']",bagus rapi
6 bulan lalu,Layanan memuaskan,Layanan memuaskan,layanan memuaskan,layanan memuaskan,"['layanan', 'memuaskan']","['layanan', 'memuaskan']",layan muas
6 bulan lalu,"Banyak kotoran burung, gak aman lagi jogging tiba tiba di eekin burung dari atas, jorok.",Banyak kotoran burung gak aman lagi jogging tiba tiba di eekin burung dari atas jorok,banyak kotoran burung gak aman lagi jogging tiba tiba di eekin burung dari atas jorok,banyak kotoran burung tidak aman lagi jogging tiba tiba di eekin burung dari atas jorok,"['banyak', 'kotoran', 'burung', 'tidak', 'aman', 'lagi', 'jogging', 'tiba', 'tiba', 'di', 'eekin', 'burung', 'dari', 'atas', 'jorok']","['kotoran', 'burung', 'aman', 'jogging', 'eekin', 'burung', 'jorok']",kotor burung aman jogging eekin burung jorok
6 bulan lalu,"Pas kesana ,masjidnya sedang dalam renovasi",Pas kesana masjidnya sedang dalam renovasi,pas kesana masjidnya sedang dalam renovasi,pas kesana masjidnya sedang dalam renovasi,"['pas', 'kesana', 'masjidnya', 'sedang', 'dalam', 'renovasi']","['pas', 'kesana', 'masjidnya', 'renovasi']",pas kesana masjid renovasi
6 bulan lalu,Alun alun cocok untuk jogging di pagi hari,Alun alun cocok untuk jogging di pagi hari,alun alun cocok untuk jogging di pagi hari,alun alun cocok untuk jogging di pagi hari,"['alun', 'alun', 'cocok', 'untuk', 'jogging', 'di', 'pagi', 'hari']","['alun', 'alun', 'cocok', 'jogging', 'pagi']",alun alun cocok jogging pagi
6 bulan lalu,Pelayanan sangat ramah,Pelayanan sangat ramah,pelayanan sangat ramah,pelayanan sangat ramah,"['pelayanan', 'sangat', 'ramah']","['pelayanan', 'ramah']",layan ramah
6 bulan lalu,Sejuk asri,Sejuk asri,sejuk asri,sejuk asri,"['sejuk', 'asri']","['sejuk', 'asri']",sejuk asri
6 bulan lalu,"Yang aneh ada tulisan gratis parkir tapi malah bayar parkir, kalau cuacanya sih enak, ya wonosobo yang dingin, di sekitar alun alun juga banyak makan enak2",Yang aneh ada tulisan gratis parkir tapi malah bayar parkir kalau cuacanya sih enak ya wonosobo yang dingin di sekitar alun alun juga banyak makan enak,yang aneh ada tulisan gratis parkir tapi malah bayar parkir kalau cuacanya sih enak ya wonosobo yang dingin di sekitar alun alun juga banyak makan enak,yang aneh ada tulisan gratis parkir tapi malah bayar parkir kalau cuacanya sih enak ya wonosobo yang dingin di sekitar alun alun juga banyak makan enak,"['yang', 'aneh', 'ada', 'tulisan', 'gratis', 'parkir', 'tapi', 'malah', 'bayar', 'parkir', 'kalau', 'cuacanya', 'sih', 'enak', 'ya', 'wonosobo', 'yang', 'dingin', 'di', 'sekitar', 'alun', 'alun', 'juga', 'banyak', 'makan', 'enak']","['aneh', 'tulisan', 'gratis', 'parkir', 'bayar', 'parkir', 'cuacanya', 'sih', 'enak', 'ya', 'wonosobo', 'dingin', 'alun', 'alun', 'makan', 'enak']",aneh tulis gratis parkir bayar parkir cuaca sih enak ya wonosobo dingin alun alun makan enak
6 bulan lalu,Alun alun yang asri buat jogging sambil menikmati keindahan alam sekitar,Alun alun yang asri buat jogging sambil menikmati keindahan alam sekitar,alun alun yang asri buat jogging sambil menikmati keindahan alam sekitar,alun alun yang asri buat jogging sambil menikmati keindahan alam sekitar,"['alun', 'alun', 'yang', 'asri', 'buat', 'jogging', 'sambil', 'menikmati', 'keindahan', 'alam', 'sekitar']","['alun', 'alun', 'asri', 'jogging', 'menikmati', 'keindahan', 'alam']",alun alun asri jogging nikmat indah alam
6 bulan lalu,Kalau sabtu dan minggu ramai orang beraktivitas di alun-alun ini,Kalau sabtu dan minggu ramai orang beraktivitas di alunalun ini,kalau sabtu dan minggu ramai orang beraktivitas di alunalun ini,kalau sabtu dan minggu ramai orang beraktivitas di ini,"['kalau', 'sabtu', 'dan', 'minggu', 'ramai', 'orang', 'beraktivitas', 'di', 'ini']","['sabtu', 'minggu', 'ramai', 'orang', 'beraktivitas']",sabtu minggu ramai orang aktivitas
6 bulan lalu,"Pertama kali ke alun alun Wonosobo, suasana sejuk pohon rindang, banyak yang jualan kopian keliling dan anginnya dingin betah si kalo tinggal dikota ini.",Pertama kali ke alun alun Wonosobo suasana sejuk pohon rindang banyak yang jualan kopian keliling dan anginnya dingin betah si kalo tinggal dikota ini,pertama kali ke alun alun wonosobo suasana sejuk pohon rindang banyak yang jualan kopian keliling dan anginnya dingin betah si kalo tinggal dikota ini,pertama mungkin ke alun alun wonosobo suasana sejuk pohon rindang banyak yang jualan kopian keliling dan anginnya dingin betah sih kalau tinggal dikota ini,"['pertama', 'mungkin', 'ke', 'alun', 'alun', 'wonosobo', 'suasana', 'sejuk', 'pohon', 'rindang', 'banyak', 'yang', 'jualan', 'kopian', 'keliling', 'dan', 'anginnya', 'dingin', 'betah', 'sih', 'kalau', 'tinggal', 'dikota', 'ini']","['alun', 'alun', 'wonosobo', 'suasana', 'sejuk', 'pohon', 'rindang', 'jualan', 'kopian', 'keliling', 'anginnya', 'dingin', 'betah', 'sih', 'tinggal', 'dikota']",alun alun wonosobo suasana sejuk pohon rindang jual kopi keliling angin dingin betah sih tinggal kota
6 bulan lalu,Kalau ke sini yang di cari es cincau durian dan sate ayam pinggir alun alun enak dan murah ,Kalau ke sini yang di cari es cincau durian dan sate ayam pinggir alun alun enak dan murah ,kalau ke sini yang di cari es cincau durian dan sate ayam pinggir alun alun enak dan murah ,kalau ke sini yang di cari es cincau durian dan sate ayam pinggir alun alun enak dan murah,"['kalau', 'ke', 'sini', 'yang', 'di', 'cari', 'es', 'cincau', 'durian', 'dan', 'sate', 'ayam', 'pinggir', 'alun', 'alun', 'enak', 'dan', 'murah']","['cari', 'es', 'cincau', 'durian', 'sate', 'ayam', 'pinggir', 'alun', 'alun', 'enak', 'murah']",cari es cincau durian sate ayam pinggir alun alun enak murah
